"","review","sentiment"
"25697","This is surprisingly above average slasher, that's enjoyable and well made, with some decent gore!. All the characters are decent, and the story is quite fun, plus Molly Ringwald played the annoying bitch extremely well. I bought this at a pawn shop for a 1$, and it was surprisingly worth it, and the special effects were pretty damn good for the budget, plus I loved the mask the killer wore as it was actually somewhat creepy. The finale was really cool, as I loved how they defeated the killer, and the ending while predictable was very amusing as well, plus all the characters except for Ringwald were surprisingly pretty likable!. It's decently made and written, and I thought it was quite creative and original at times as well, plus some of the death scenes were very impressive. This killer didn't mess around, and I loved it, and Slasher fans(like myself) should really enjoy this film, plus The opening was really wicked too, with them filming the movie!. This is a surprisingly above average slasher, that's enjoyable,and well made, with some decent gore, and I say it's well worth the watch!. The Direction is good. Kimble Rendall does a good! job here with solid camera work, using a creepy setting, good angles and keeping the film at a fast moving pace. The acting is solid!. Molly Ringwald plays the bitch extremely well,and I had troubles feeling sorry for her, after all she was supposed to be the heroine, she turned out better towards the end, but not by much, I'm surprised she decided to do this film, nonetheless she did an excellent job!. Frank Roberts is fantastic as the killer, he is menacing, creepy and had one hell of a mask, and this guy didn't mess around, he was fantastic!. Kylie Minogue plays a bitch very well in her small role. Jessica Napier is cute and does fine as the other heroine. Rest of the cast are fine. Overall well worth the watch!. *** out of 5","positive"
"14566","I have an awful pan-and-scan videotape of ""Boom!"", and I want to see it in all its widescreen glory. So I voted ""1"" and hope you will too. Together, we can pull this movie down into the pits of cinematic dross, and hope that someone will see an opportunity for BIG MONEY in releasing ""Boom!"" in its Director's Cut Extended Version. The movie is one of my howling favoritesyou just look at the people involved, the director, the actors, the cameraman, and you say to yourself, ""Yep, I guess you can fool some of the people for a lot of time."" Producers considering the DVD release of ""Boom!"" should note that, everywhere it's been shown, there have been sellout crowds in the theaters. But it hasn't been up to Frostbite Falls yet.","negative"
"49679","The Diary of Anne Frank is the second best-selling nonfiction book in the world, and for good reason. Nonetheless, sitting through this documentary about her life, which fills in some of the details where the diary left off, I thought, ""Just another documentary about Anne Frank."" I found it to be competent but not extraordinary. That was my complacent attitude because I was already well aware of the story of Anne Frank; most of what the documentary had to tell me wasn't news to me.<br /><br />Everything changed, though, when I got to the end of the documentary---when I saw the motion picture footage of Anne Frank. The emotional impact of seeing this footage, only a second or so long, made everything that came before it a thousand times more real---but not just everything that was in the documentary; everything I had previously known about Anne Frank suddenly became more real to me, more personal. I'd always been moved by her story, but when I saw that footage, what I felt was stronger and deeper and more profound than any other film experience of my life. (I knew beforehand that this documentary contained live footage of Anne Frank, and I'd even seen the footage in a movie review on television, but seeing it in the context of the documentary was a completely different experience. It's not likely that my mentioning it here will spoil it for anyone.)<br /><br />I realize now that many people still don't know the story of Anne Frank; it's discouraging at times to be witness to this kind of ignorance. I think to myself, ""How could someone NOT know the story of Anne Frank?"" This being the case, though, ANNE FRANK: REMEMBERED, along with reading her diary, is the best place to start. It's a story that everyone should know.","positive"
"7983","I do not envy Barry Levinson, Rachel Weisz, Ben Stiller or Jack Black for doing this film. It's, in one word, boring. Maybe the fact that is too predictable, the more-than-exploited Ben Stiller's loser role or the not-at-all funny scenes make this film just something to forget. Even Christopher Walken's appearance finishes in a pathetic way. I was very disappointed. I love Ben Stiller's acting. I loved it in most of his films, the last one I saw before this was Duplex with Drew Barrymore and was not that bad. About Jack Black... Well, apart from High Fidelity I've never seen him doing something good. What about School of Rock? Ooops, frightening.","negative"
"33986","I had never thought the standard of Yashraj films would ever degrade to such an extent! The film has a nonsense storyline which catches no interest.<br /><br />Saif has over acted. Kareena has improved her figure, but is not a good actress anyway. Akshay is good. Anil is also good. May I say the role wasn't good..<br /><br />Great deal of cheapness is filled in. Wondered if that was supposed to be the ""comedy part"" of the movie. Just because last few movies were flops does that mean Yashraj films should make this kind of rubbish? It has a history of so many good films. <br /><br />Overall, I was totally disappointed with the movie.","negative"
"13722","I've described this film as surprising... this is true in many respects. The subject material (black man wrongly accused), the characters (people you expect to be stereotypes often show uncharacteristic attitudes during the film), the production...<br /><br />All of these factors make for a refreshingly unusual film, especially for its time (1949). The only possible spoilers being the sometimes cheesy dialogue and occasional high moral stance.<br /><br />But, if you happen across it when you weren't planning to watch a film, you might find yourself like me - staying up into the middle of the night just to see what happens.<br /><br />","positive"
"8015","Yeh, I know -- you're quivering with excitement. Well, *The Secret Lives of Dentists* will not upset your expectations: it's solidly made but essentially unimaginative, truthful but dull. It concerns the story of a married couple who happen to be dentists and who share the same practice (already a recipe for trouble: if it wasn't for our separate work-lives, we'd all ditch our spouses out of sheer irritation). Campbell Scott, whose mustache and demeanor don't recall Everyman so much as Ned Flanders from *The Simpsons*, is the mild-mannered, uber-Dad husband, and Hope Davis is the bored-stiff housewife who channels her frustrations into amateur opera. One night, as Dad & the daughters attend one of Davis' performances, he discovers that his wife is channeling her frustrations into more than just singing: he witnesses his wife kissing and flirting with the director of opera. (One nice touch: we never see the opera-director's face.) Dreading the prospect of instituting the proceedings for separation, divorce, and custody hearings -- profitable only to the lawyers -- Scott chooses to pretend ignorance of his wife's indiscretions.<br /><br />Already, the literate among you are starting to yawn: ho-hum, another story about the Pathetic, Sniveling Little Cuckold. But Rudolph, who took the story from a Jane Smiley novella, hopes that the wellworn-ness of the material will be compensated for by a series of flashy, postmodern touches. For instance, one of Scott's belligerent patients (Denis Leary, kept relatively -- and blessedly -- in check) will later become a sort of construction of the dentist's imagination, emerging as a Devil-on-the-shoulder advocate for the old-fashioned masculine virtues (""Dump the b---h!"", etc.). When not egged-on by his imaginary new buddy, Scott is otherwise tormented by fantasies that include his wife engaged in a three-way with two of the male dental-assistants who work in their practice. It's not going too far to say that this movie is *Eyes Wide Shut* for Real People (or Grown-Ups, at least). Along those lines, Campbell Scott and Hope Davis are certainly recognizable human beings as compared to the glamourpuss pair of Cruise and Kidman. Further, the script for *Secret Lives* is clearly more relevant than Kubrick's. As proof, I offer the depiction of the dentists' children, particularly the youngest one who is about 3 or 4 years old, and whose main utterance is ""Dad! Dad! Dad! Dad! Dad! DAD!!!"" This is Family Life, all right, with all its charms.<br /><br />The movie would make an interesting double-bill with *Kramer vs. Kramer*, as well. One can easily trace the Feminization of the American Male from 1979 to 2003. In this movie, Dad is the housewife as in *Kramer*, but he is in no way flustered by the domestic role, unlike Dustin Hoffman, who was too manly to make toast. Here, Scott gets all the plumb chores, such as wiping up the children's vomit, cooking, cleaning, taking the kids to whatever inane after-school activity is on the docket. And all without complaint. (And without directorial commentary. It's just taken for granted.)<br /><br />The film has virtues, mostly having to do with verisimilitude. However, it's dragged down from greatness by its insistence on trendy distractions, which culminate in a long scene where a horrible five-day stomach flu makes the rounds in the household. We must endure pointless fantasy sequences, initiated by the imaginary ringleader Leary. Whose existence, by the way, is finally reminiscent of the Brad Pitt character in *Fight Club*. And this finally drives home the film's other big flaw: lack of originality. In this review, I realize it's been far too easy to reference many other films. Granted, this film is an improvement on most of them, but still. *The Secret Lives of Dentists* is worth seeing, but don't get too excited about it. (Not that you were all that excited, anyway. I guess.)","negative"
"28562","This is exactly the reason why many people remain homeless . . . because stupid producers pay their money to make awful films like this instead of donating if they can bother!<br /><br />This film is even worse than white chicks! Little Man has a lame excuse for posing a character midget as a baby. Story is awful considering it was written by six people. The idea still wouldn't be too bad though, if it was original and not a rip-off of a cartoon episode. it has funny moments but some of them are way over-done and some are just stupid. The acting was very, very bad. So was the directing. Anyone involved in this film should be ashamed of themselves. it is racist and very offensive to midgets. I mean, instead of showing sympathy to them, the film-makers make fun of them! It really disgusts me how they do it. They see midgets being just like babies. And for a character who is a midget, pretending to be an abandoned baby just to get a diamond from a certain family. That is its lame excuse for showing something like that. It just was not worth it. Don't watch this film. It is a huge waste of time and money.","negative"
"35006","This is the kind of movie that's so extremely bad that you cant stop watching it because you keep telling yourself that 'it cannot continue to be this crappy all the way to the end. It just cant'. You know, 'worse than Jaws 4'-kind of bad.<br /><br />I honestly think I've only seen ONE movie that was worse than this, and then we're talking religious crap about how you'd end up in hell for lying or watching football.<br /><br />Gore? Indeed and lots of it. Well made gore? No way.<br /><br />The acting is beyond bad and all the lines are lousy clichés. Same goes for the storyline which only really consist of sex, blood and violence, like so many other gore movies.<br /><br />If you're hoping for a mix between Ichi the Killer and August Underground keep looking. You wont find it in Live Feed.","negative"
"25563","Nothing is fantastic! Simple as that! It's a film that shouldn't work, yet does. Natali stays in the realm of Sci-Fi, however this film is also a comedy. Cypher it seemed was a big budget draining affair for Natali (at $7.5million! Woo-hoo Pa!) so with Nothing he scales down again. This is low budget, independent film-making at it's best. Simple, good old fashioned storytelling and an attempt at making a film for artistic merit as apposed to Hollywood's usual reasons for mostly financial gain. Nothing is a film about Nothing and before you ask, no it is not anything like Seinfeld! Basically Andrew and Dave are a couple of losers. They live in a strange looking house beneath two freeways. Andrew is a telesales travel agent who is agoraphobic while Dave is Andrews best mate who stays with him rent free to help him out. Dave is tired of it however and has a gorgeous girlfriend who he wants to move in with. By bizarre mis-fortunes however, Dave finds out his girlfriend embezzled a huge amount of money from Daves work-place incriminating Dave, and Andrew is wrongly accused of sexually assaulting a girl scout (Canadian humour people!). As it turns out Andrew's house is to be demolished as well and he can't stop it happening as the house was built on land it should not have been built on. Both Andrew and Dave are inside the house when the police and the demolition team come calling. They are desperate and can't escape, and in the panic and confusion just as the police burst in everything fades to white. What has happened? Have Dave and Andrew died? They wake to find themselves still in the house only it is quiet. No police, no demolition team, no angry girl scout mother! What happens is Dave and Andy discover they have the ability to ""wish or hate away."" As it turns out they have hated away the entire outside world. They are left alone. The house is surrounded by nothing, which is portrayed as pure white. So what this means is that the films setting is a house set and then just white. The film is an interesting view on human isolation and the psyche and of course as they spend more time alone together with no food and no water, they begin to tire of each other. They discover they can hate away hunger, which is useful but obviously things get out of hand shall we say. I can't reveal much but I must say bouncing heads are quite a sight to behold.<br /><br />This film is quirky, funny, interesting. The effects are simple yet effective and Natali brings together two buddies from Cube, David Hewlett, and Andrew Millar to lead the film. They have chemistry and also work very well. They have to hold 90% of the movie by themselves and much of it in a pure white background, yet it works. Certainly I expect this to get the same diabolical treatment as Cypher did and it should appear on DVD in a year or two in the states. Nothing is a top quality and unique film and although not as good as Cube or Cypher it once again proves Natali as one of the best up and comers.<br /><br />Natali is someone who has really interested me in his three features so far and I cannot wait for his next feature. I prey to god he doesn't do the proposed Necropolis, written and directed by ADD sufferer, the ever crap Paul Anderson. Vincenzo old buddy if Paul comes round to your pad, RUN!!! RUN LIKE THE WIND!! I hope and prey this guy doesn't take to Hollywood like Alex Proyas did (with the enjoyable yet pussy-footed, sugar coated, helium light: I Robot!). Keep your eyes peeled for this guy. ****","positive"
"41556","I got lured by the title... I was expecting an insightful and intriguing journey into alcoholism, instead I got a rather boring and uninspiring story about a rowdy Scot.<br /><br />The leading character isn't given much psychological depth, unless you are willing to classify cheesy teen-like poetry as psychology.<br /><br />It was a shame, because the core of the story could have been good, with a better effort to depict the inner feelings of a man who had to live with alcohol and violence since his youth.<br /><br />Sadly, the general idea seems to be more like ""I'm the way I am because that's the way I am"". And the laughingly bad attempt at giving some sort of poetic edge to a lower-class man makes things even worse. Resorting to the overused cliché of the ""poète maudit"" reeks of a quick fix, a cheap way to make a dull movie seem smart, artsy and meaningful.<br /><br />But ""16 years of alcohol"" isn't much smart, artsy or meaningful... The leading character doesn't evolve at all, and the feeble attempt of changing fails without a good explanation. Just like the initial attempt happened rather out of the blue.<br /><br />The movie borrows heavily from classics such as A Clockwork Orange and Trainspotting, but it ultimately fails to recapture their greatness, not even for a few seconds.<br /><br />Jobson put too much emphasis on the artistic side of the story, and neglected the rest, giving us a movie which is pleasant to the eye but insipid to the brain.","negative"
"7073","It's hard to tell who this film is aimed at; the characterisation and style smacks of a ""Children's ITV"" series crossed with an Aussie soap, yet the subject matter, nudity, and language aims it at an older audience.<br /><br />The first half-hour has the heroine Justine philosophising about losing her virginity, and is excruciatingly embarrassing to anyone over 18. A complete rip-off of ""Ferris Bueller"", from the talking-at-the-camera bit down to the on-screen graphics.<br /><br />Her nerdy friend Chas brings her to a computer fair where an explosion during the use of a virtual reality machines turns her into a man. Or actually, creates a male alter-ego of her, called Jake. Don't look at me like that; I'm just relating it the way it was shown.<br /><br />After this the film is mildly amusing for a while; amongst all the drama-school mugging, only Rupert Penry-Jones brings a real comic touch to his woman-trapped-in-a-man's-body role of Jake. There's some funny scenes with Jake dealing with his new body, and new feelings; nothing you haven't seen before, but then in this film you'll clutch at anything that's entertaining.<br /><br />Unfortunately Justine and Jake meet up, and hilarious antics ensue (I wish), involving the owners of the virtuality machine who want to kidnap Jake in order to have sex with him, or examine him, or something. Anyway, it's just an excuse to fill an extra half hour with some explosions and car chases; for such a cheap looking movie, the explosions come often and loud, suggesting the money was spent in all the wrong places.<br /><br />In the end, the heroine realises she can't fall in love with herself, deletes her alter ego, and ends up in a one-night stand with the nerd to lose her virginity (this presumably is what is meant to pass for a happy ending in the 90s). But only after he removes his glasses and puts some hair gel and a leather jacket on; god forbid she actually have sex with someone who _looks_ like a nerd. Of course, this is a bit subversive - in these days of PC movies which tell you to love and be yourself, and that everyone is special in their own way, it's refreshingly reactionary to have a film which screams ""CONFORM!"" at you, and treats virgins and nerds with the contempt they deserve.<br /><br />The characterisation is simple dire; the nerd is very nerdy (room full of computers, thick glasses, social retardism, virginity, no leather jacket), there's a slut, she's very slutty (blonde, tight dresses, orange tan, vampy accompanying music), there's a jock, he's very... well, you get the picture. You can get away with this kind of characterisation in a broad comedy, but ""Virtual Sexuality"" isn't very funny. It's only mildly amusing in parts, and excruciating in others. It takes a lot for a woman as cute as Justine (played by Laura Fraser) to annoy me, but she manages it.<br /><br />Don't be fooled by the title; there's absolutely nothing erotic about the film, and it doesn't deal with the topics of how the new communications technologies are changing the way we view and acquire relationships (unless you actually think there _is_ a chance your PlayStation might blow up and change your sex).<br /><br />","negative"
"21844","Excellent P.O.W. adventure, adapted by Eric Williams from his own book (a paperback copy of which forms part of my father's library) that was inspired by true events; it may well be the first film of its kind and, therefore, has a lot to answer for  not just similarly stiff-upper-lipped examples such as ALBERT, R.N. (1953; which I'll be watching presently), THE COLDITZ STORY (1955) and DANGER WITHIN (1959) but higher-profile releases from the other side of the Atlantic, namely STALAG 17 (1953) and THE GREAT ESCAPE (1963). This, then, sets the basis pretty solidly: British soldiers interned in a German camp devise an ingenious plan of escape, borrowing a page from Greek legend  burrowing from under a vaulting horse used during physical exercise and in full view of their captors! Actually, the film is neatly split into two halves: the first deals with the slow process of digging the tunnel, culminating in the escape itself, while the latter stages depict their fortunes outside the camp as they try to make it to neutral Sweden. Typically of these British films, the cast showcases several established (Leo Genn), current (Anthony Steel) and up-and-coming (Peter Finch, David Tomlinson and Bill Travers) stars, to say nothing of innumerable reliable character actors (Anthony Dawson, Bryan Forbes, Michael Goodliffe and Walter Gotell). The three leads/escapees are Genn, Steel and Tomlinson: while the first two stick together, the latter goes his own way  only to run into the others on reaching safety. As can be expected, the narrative involves plenty of suspense and excitement; as with most male-centered P.O.W. sagas, too, female interest is kept to the barest minimum. Director Lee didn't have a lengthy career  with this and the somewhat similar (albeit with a change of both setting and viewpoint) A TOWN LIKE ALICE (1956) his most noteworthy achievements  but he certainly milked every gripping situation in this case (even if, reportedly, delays in filming saw Lee quitting his post prematurelyleaving producer Ian Dalrymple with the task of tying up loose ends!). Anyway, worth special mention is the exquisite lighting (particularly during night-time sequences) throughout.","positive"
"25445","I was expecting to love this movie--film noir, serial killer, dark irony. I was baffled by many choices the characters made (""Hey, I know they're creepy looking, but let's hook up for a cross-country road trip anyway!""), found the pacing to be glacial, and the emphasis on moody lighting to take the place of original thought by the director and cinematographer.<br /><br />Thinking about it now, this would have been a much better movie if someone had just run the script through the common sense-o-meter (1992 model) before starting to film...","negative"
"31466","HOOT is about these three teenage kids who try to save a bunch of burrowing owls. now to me i thinks that right they stand up to whats right and whats wrong. in this film a kid name Roy Eberhardt ( Logan lerman)moved from Montana to Florida. and once he gets on the bus a bully name Dana Matherson starts bullying him finally the next day Roy punches the bully and runs off the bus chasing the mysterious running boy. after all that Roy finally meets the Running boy who's name is Mullet Fingers ( Cody linley) well actually his nickname his step-sister Beatrice ( Brie Larson) gave it to him because he can catch Mullets with his bare hands. anyway Mullet Fingers and Roy becomes friends and they join together with Beatrice to stop the construction of a new pancake restaurant. Mullet Fingers is the one behind all the vandalism's that happened there and also later he gets bit by one of the dogs that put there to guard the construction site. so they stood up to the muckle that was driving the bulldozer and everybody got to see the owls it turned out to be a great movie because it showed where kids can make a difference in life by standing up to whats right and whats wrong. thats what is great about this movie. it teaches a lot to everyone about wildlife and how important it is.","positive"
"23709","PLEASE TAKE A MINUTE TO READ MY ENTIRE REVIEW. I AM NOT KNOCKING THE FILM ITSELF - ONLY THE DVD VERSIONS CURRENTLY AVAILABLE.<br /><br />***<br /><br />I really wanted to give this film even two stars. I mean how could it possibly rank a mere 1 out of 10!?!<br /><br />Here's how: An epic film adaptation of Tolstoy's novel ""War and Peace"" with historically accurate battle scenes, courtesy of the Red Army, and an extremely faithful, scene-for-scene adaptation of the novel would be difficult but worth sitting through for seven hours - if that's what you were seeing.<br /><br />The trouble is you can't see that film - anywhere as far as I know.<br /><br />I am attempting to watch the RusCiCo DVD version - widely considered the best version available since it's letter boxed and restores the scenes that were cut from other DVD releases. <br /><br />But, it is one of the worst film prints I've ever seen transfered to DVD. The picture is muddy and inconsistent, often strobing. It's almost tolerable if you crank your brightness, color and picture levels up to maximum.... but the problem doesn't end there.<br /><br />The sound is also way inconsistent, blaringly loud in parts, virtually inaudible in others. <br /><br />And as for languages, it's a HUGE problem for English speakers - the dubbed option has some good actors, and some really terrible ones whose performance grates, and parts of the film just aren't dubbed at all, slipping back into Russian and even French randomly.<br /><br />The subtitled option isn't much better. The subtitles don't appear below the image, but right over it - obscuring some of the beauty (or what's left of it) in the scenery. Furthermore, the subtitles are often a poor translation (a shame given that the script took pains to hew so close to Tolstoy's actual words), and the subtitles too seem to just drop out in parts. <br /><br />So, even if you max out the color, brightness and picture settings, and turn the volume way up, and choose subtitled *and* English dubbed, you're still going to get a film that's annoying to watch and listen to.<br /><br />Can it's content overcome that? It might have been able to, but at seven hours - who can stand it for that long?<br /><br />Maybe someday, someone will come along and restore this - and maybe then I will see a masterpiece - but for now, I just can't give more than one star to something I've only been able to stand watching about the first 12% of.","negative"
"1062","In the colonies we're not all that familiar with Arthur Askey, so I nearly skipped this film (which had its TCM preview recently) on account of the negative comments here on his appearance in ""Ghost Train"" -- which I expected to be thoroughly annoying. Instead I was pleasantly surprised to find myself laughing audibly. The physical aspects of Askey's comedy and his timing when delivering a line suggest what you'd get if Charlie Chaplin and Woody Allen had a baby. There is no comparing him to Bud Abbott or any of the other usual purveyors of comic relief who turn up in films of this genre. One can feel, moreover, the thread connecting Askey to British comedy 30 years later; at least it is clear from an American point of view that he has more in common with the Monty Python troupe than with any of his counterparts over here. As for the rest of the film -- the more movies you've seen, the more likely you'll guess at the ending, but it is still quite entertaining and atmospheric and worth waiting for its next appearance.","positive"
